1,2,3
0.00515555,0.005184913,0.005210853
0.005642796,0.005666022,0.005701729
0.006248471,0.006267259,0.006316023
0.006940047,0.006959644,0.007017965
0.007679389,0.007704264,0.007763468
0.008434608,0.008466646,0.008519936
0.009169907,0.009208001,0.009254729
0.009841111,0.009880463,0.009923271
0.010415963,0.01044994,0.010489636
0.010885995,0.010911984,0.01094673
0.011251062,0.011274746,0.011302477
0.01151087,0.011542472,0.011561477
0.011687165,0.011732246,0.011740478
0.01182488,0.011879624,0.011876651
0.011955954,0.012012136,0.01200178
0.012085379,0.012139073,0.012126905
0.012218094,0.012272141,0.012259875
0.012373475,0.012431138,0.012416842
0.01255638,0.012614469,0.012599336
0.012741252,0.012791924,0.012782902
0.01290663,0.012946203,0.012949278
0.013060621,0.013094329,0.013108072
0.013216614,0.013253313,0.013272077
0.013368873,0.013412579,0.013433428
0.013513637,0.013561794,0.013584221
0.013671448,0.013719645,0.013740168
0.013866743,0.013912258,0.013924347
0.014102442,0.014143578,0.014144187
0.014369587,0.014404885,0.014397765
0.014660847,0.014690171,0.014681393
0.014955868,0.014980506,0.014972988
0.015215733,0.015236661,0.01522998
0.015410732,0.015428055,0.015421186
0.015538644,0.015553448,0.015545811
0.015598118,0.015613889,0.015604897
0.015573497,0.015595448,0.015584826
0.015458513,0.015491934,0.015480487
0.015277742,0.01532583,0.015315232
0.015065428,0.015126051,0.015117943
0.014842199,0.014906714,0.01490197
0.014627613,0.014686012,0.014684193
0.014445493,0.014494117,0.014493657
0.014301871,0.014343873,0.014343584
0.014181849,0.014219794,0.014220185
0.014081486,0.014113031,0.014115582
0.014018598,0.01404171,0.014047195
0.014001755,0.014020804,0.014029416
0.01401328,0.014035778,0.014048472
0.014035405,0.014063376,0.014081354
0.014065111,0.014093483,0.014115264
0.014090171,0.014114702,0.014134415
0.014080952,0.014104368,0.014114553
0.014025812,0.01405344,0.014050807
0.013951468,0.013982346,0.01397122
0.013886031,0.013912387,0.013901433
0.013824763,0.013841406,0.013835473
0.013747202,0.013758764,0.013753949
0.013646521,0.013662561,0.013651221
0.013521657,0.013545507,0.013527003
0.013360633,0.013386363,0.01337079
0.013153836,0.013174594,0.013173957
0.012909322,0.0129252,0.012942024
0.012638005,0.012653486,0.012679719
0.012341142,0.012357526,0.012383167
0.012025777,0.012039593,0.012059993
0.011717486,0.011725278,0.011741573
0.011443005,0.011444557,0.011460835
0.011212235,0.011209853,0.011230248
0.011024744,0.01102276,0.011047709
0.010876599,0.010881127,0.010904607
0.010749556,0.010764489,0.010777282
0.010609557,0.010631784,0.010629402
0.01043053,0.010452559,0.01043897
0.010210855,0.01022953,0.010212684
0.009962996,0.009982116,0.009968092
0.009702866,0.009725251,0.009717695
0.009453146,0.0094739,0.009475463
0.009238768,0.009250091,0.009260457
0.009069204,0.009069831,0.009083401
0.008942876,0.008939566,0.008948603
0.008872663,0.008873698,0.008874529
0.008885512,0.008895592,0.008890266
0.008991511,0.009011226,0.00900368
0.009167504,0.009193154,0.009186422
0.009380841,0.009404233,0.009401362
0.009609781,0.009622225,0.009626507
0.00983151,0.009830712,0.009842727
0.01001616,0.010008638,0.010024101
0.010147769,0.010143695,0.010156005
0.010236156,0.010242103,0.010246947
0.010293778,0.010309683,0.010306867
0.010317223,0.010338064,0.010330398
0.010302385,0.010321923,0.010313887
0.01026075,0.010274926,0.010271636
0.010203895,0.010212034,0.010217133
0.010124145,0.010127698,0.010140933
0.010004613,0.010005683,0.010022967
0.009830311,0.009831637,0.009847901
0.009581392,0.00958604,0.00959777
0.009233076,0.009242194,0.009247439
0.008776713,0.008788329,0.00878577
0.008233189,0.008245085,0.008234686
0.007630924,0.007644315,0.007629073
0.006986458,0.007005114,0.006990746
0.006313537,0.006339695,0.00633098
0.005632781,0.005665457,0.005662563
0.004963016,0.004999215,0.004998449
0.004314936,0.00434979,0.004348813
0.003701608,0.00372808,0.003729894
0.003141214,0.003153738,0.003164347
0.002642974,0.002642856,0.002664435
0.002199787,0.002194669,0.002221368
0.001802794,0.001799649,0.001820786
0.001450761,0.001451554,0.001459238
0.001139346,0.001144043,0.001138201
0.000859672,0.000869808,0.00085682
0.000609609,0.000626393,0.000613573
0.000396726,0.000418234,0.000409275
0.000222915,0.000246157,0.000240534
7.76E-05,0.000101417,9.69E-05
-4.59E-05,-2.29E-05,-2.74E-05
-0.000144792,-0.000126963,-0.000130599
-0.000222411,-0.000213317,-0.000214253
-0.000294271,-0.000291218,-0.000288202
-0.00037081,-0.000367186,-0.000360565
-0.000446104,-0.00044044,-0.000431882
-0.000514207,-0.000513218,-0.00050379
-0.000581107,-0.000591886,-0.000579607
-0.00064977,-0.000671059,-0.000651146
-0.000707318,-0.000730052,-0.000699791
-0.000738579,-0.000753156,-0.000717797
-0.00074283,-0.000744857,-0.000717061
-0.000727271,-0.000718776,-0.00070966
-0.000694498,-0.000682237,-0.000692014
-0.000646712,-0.000638329,-0.000656187
-0.000589683,-0.00058883,-0.000601972
-0.000521943,-0.000526084,-0.000528938
-0.000430652,-0.000433809,-0.000430385
-0.000310078,-0.000307568,-0.000307563
-0.000176839,-0.000168218,-0.000180409
-5.70E-05,-4.68E-05,-7.24E-05
3.46E-05,3.85E-05,7.88E-06
9.50E-05,8.65E-05,6.31E-05
0.000125458,0.000107428,9.61E-05
0.000134271,0.000118291,0.000113246
0.000136862,0.00013396,0.000127104
0.000141991,0.000153556,0.000145036
0.000145156,0.000165123,0.00016224
0.000142598,0.000166633,0.000173598
0.000143441,0.000171444,0.000184136
0.000160219,0.000189511,0.000201123
0.000196616,0.000217399,0.000226019
0.000250841,0.000251837,0.000260692
0.000320714,0.000297978,0.000310231
0.000398808,0.00035803,0.000372977
0.000474362,0.000426889,0.000440126
0.000547639,0.000505717,0.000512313
0.000630807,0.000603142,0.000602635
0.000727623,0.000715225,0.000714431
0.000823903,0.000820248,0.000828882
0.000905082,0.000903103,0.000924317
0.000969411,0.00096872,0.000995143
0.001015739,0.001021228,0.001042275
0.001032753,0.001046585,0.001058604
0.001013434,0.001030871,0.001038648
0.000967569,0.00098149,0.000991143
0.000906727,0.000914984,0.000927427
0.00082856,0.000836013,0.000846292
0.000725906,0.000739189,0.000740149
0.000602419,0.000622188,0.000609947
0.000467913,0.000486313,0.000464519
0.000326194,0.000333686,0.000311436
0.000177967,0.000173813,0.000156661
2.75E-05,2.18E-05,5.45E-06
-0.000121304,-0.000117905,-0.000141707
-0.000268171,-0.000254863,-0.000286259
-0.000408421,-0.000392919,-0.000421061
-0.000530665,-0.000519615,-0.000533033
-0.000628113,-0.000622463,-0.000620096
-0.000705413,-0.0007035,-0.000694802
-0.000770755,-0.000770951,-0.000767541
-0.000828944,-0.000829043,-0.000836459
-0.00088632,-0.000884894,-0.00089887
-0.000950013,-0.00094989,-0.000958938
-0.001016619,-0.001023308,-0.001018535
-0.001072192,-0.001087403,-0.001073023
-0.001110044,-0.001130163,-0.001122103
-0.001139901,-0.001162367,-0.001172389
-0.001176662,-0.00120417,-0.00122567
-0.00122386,-0.001260066,-0.001272983
-0.001281082,-0.001324839,-0.00131526
